,0,1,2,3,4,5,6,7
0,65,45.533333248562286,0.07419012486934662,0.0477999746799469,0.07419012486934662,0.0477999746799469,0.07419012486934662,0.0477999746799469
1,81,46.4444444003635,0.13671860098838806,0.02796069346368313,0.13671860098838806,0.02796069346368313,0.13671860098838806,0.02796069346368313
2,109,45.277777784559454,0.05943603441119194,0.060785580426454544,0.05943603441119194,0.060785580426454544,0.05943603441119194,0.060785580426454544
3,129,45.45555550130208,0.06293953210115433,0.05489010363817215,0.06293953210115433,0.05489010363817215,0.06293953210115433,0.05489010363817215
4,168,45.89999997287327,0.11626021564006805,0.023328160867094994,0.11626021564006805,0.023328160867094994,0.11626021564006805,0.023328160867094994
5,203,45.344444420708555,0.041631340980529785,0.06677169352769852,0.041631340980529785,0.06677169352769852,0.041631340980529785,0.06677169352769852
6,265,45.33333323160807,0.12181742489337921,0.020301032811403275,0.12181742489337921,0.020301032811403275,0.12181742489337921,0.020301032811403275
7,352,45.19999992370605,0.0884338989853859,0.0452650748193264,0.0884338989853859,0.0452650748193264,0.0884338989853859,0.0452650748193264
8,374,45.78333331807455,0.08227057009935379,0.04256799444556236,0.08227057009935379,0.04256799444556236,0.08227057009935379,0.04256799444556236
9,435,45.72222220526802,0.07050123810768127,0.04791352152824402,0.07050123810768127,0.04791352152824402,0.07050123810768127,0.04791352152824402
10,439,45.04444439697266,0.05436582863330841,0.060941386967897415,0.05436582863330841,0.060941386967897415,0.05436582863330841,0.060941386967897415
11,542,45.677777770996094,0.05923439562320709,0.05595302954316139,0.05923439562320709,0.05595302954316139,0.05923439562320709,0.05595302954316139
12,571,45.33333329942491,0.07631605118513107,0.047994621098041534,0.07631605118513107,0.047994621098041534,0.07631605118513107,0.047994621098041534
13,582,45.1222221883138,0.13742461800575256,0.026667974889278412,0.13742461800575256,0.026667974889278412,0.13742461800575256,0.026667974889278412
14,648,45.33333324517144,0.06257261335849762,0.05619720742106438,0.06257261335849762,0.05619720742106438,0.06257261335849762,0.05619720742106438
15,655,45.699999972873265,0.1309165358543396,0.028158029541373253,0.1309165358543396,0.028158029541373253,0.1309165358543396,0.028158029541373253
16,699,45.349999944051106,0.10057157278060913,0.03674393519759178,0.10057157278060913,0.03674393519759178,0.10057157278060913,0.03674393519759178
17,857,47.31111105685764,0.11190085858106613,0.03402353450655937,0.11190085858106613,0.03402353450655937,0.11190085858106613,0.03402353450655937
18,862,45.92222215779622,0.0729496031999588,0.05076224356889725,0.0729496031999588,0.05076224356889725,0.0729496031999588,0.05076224356889725
19,869,45.82222219509549,0.11771387606859207,0.03165765851736069,0.11771387606859207,0.03165765851736069,0.11771387606859207,0.03165765851736069
20,915,45.11111110772026,0.05891185626387596,0.054282452911138535,0.05891185626387596,0.054282452911138535,0.05891185626387596,0.054282452911138535
21,1013,45.211111036512584,0.050473522394895554,0.060396816581487656,0.050473522394895554,0.060396816581487656,0.050473522394895554,0.060396816581487656
22,1027,45.288888844807936,0.0688953548669815,0.05403202772140503,0.0688953548669815,0.05403202772140503,0.0688953548669815,0.05403202772140503
