,0,1,2,3,4,5,6,7
0,1,93.66000000000001,0.043033238500356674,0.033058568835258484,0.043033238500356674,0.033058568835258484,0.043033238500356674,0.033058568835258484
1,42,93.60333333333334,0.04430735856294632,0.03326604515314102,0.04430735856294632,0.03326604515314102,0.04430735856294632,0.03326604515314102
2,69,93.70666666666666,0.042315222322940826,0.03106808289885521,0.042315222322940826,0.03106808289885521,0.042315222322940826,0.03106808289885521
3,81,94.3,0.0397048182785511,0.028840897604823112,0.0397048182785511,0.028840897604823112,0.0397048182785511,0.028840897604823112
4,99,93.63666666666667,0.04439091682434082,0.03325420618057251,0.04439091682434082,0.03325420618057251,0.04439091682434082,0.03325420618057251
5,111,93.68666666666667,0.040083419531583786,0.02974075824022293,0.040083419531583786,0.02974075824022293,0.040083419531583786,0.02974075824022293
6,129,93.57333333333334,0.04348069801926613,0.031906504184007645,0.04348069801926613,0.031906504184007645,0.04348069801926613,0.031906504184007645
7,138,93.67333333333333,0.041936103254556656,0.029684117063879967,0.041936103254556656,0.029684117063879967,0.041936103254556656,0.029684117063879967
8,168,94.12666666666667,0.039707332849502563,0.0292779803276062,0.039707332849502563,0.0292779803276062,0.039707332849502563,0.0292779803276062
9,203,93.58333333333333,0.04574543982744217,0.03517758846282959,0.04574543982744217,0.03517758846282959,0.04574543982744217,0.03517758846282959
10,244,93.61,0.04334164410829544,0.03294503316283226,0.04334164410829544,0.03294503316283226,0.04334164410829544,0.03294503316283226
11,250,93.74333333333334,0.04261567071080208,0.03135593608021736,0.04261567071080208,0.03135593608021736,0.04261567071080208,0.03135593608021736
12,258,93.64,0.04164582118391991,0.03089115023612976,0.04164582118391991,0.03089115023612976,0.04164582118391991,0.03089115023612976
13,265,93.88,0.04459889605641365,0.034153930842876434,0.04459889605641365,0.034153930842876434,0.04459889605641365,0.034153930842876434
14,295,93.73333333333333,0.04320418834686279,0.032042406499385834,0.04320418834686279,0.032042406499385834,0.04320418834686279,0.032042406499385834
15,322,93.66333333333334,0.04527871683239937,0.03524171561002731,0.04527871683239937,0.03524171561002731,0.04527871683239937,0.03524171561002731
16,352,93.795,0.03984929621219635,0.029072977602481842,0.03984929621219635,0.029072977602481842,0.03984929621219635,0.029072977602481842
17,378,93.50999999999999,0.04586075618863106,0.03394095599651337,0.04586075618863106,0.03394095599651337,0.04586075618863106,0.03394095599651337
18,439,93.53333333333335,0.039830949157476425,0.029075706377625465,0.039830949157476425,0.029075706377625465,0.039830949157476425,0.029075706377625465
19,541,93.75999999999999,0.04223883897066116,0.031352587044239044,0.04223883897066116,0.031352587044239044,0.04223883897066116,0.031352587044239044
20,543,93.71333333333332,0.04065367206931114,0.029653949663043022,0.04065367206931114,0.029653949663043022,0.04065367206931114,0.029653949663043022
21,571,93.69333333333334,0.04545218497514725,0.033945921808481216,0.04545218497514725,0.033945921808481216,0.04545218497514725,0.033945921808481216
22,582,94.17666666666666,0.04057496786117554,0.029515504837036133,0.04057496786117554,0.029515504837036133,0.04057496786117554,0.029515504837036133
23,587,93.66333333333334,0.04441807046532631,0.033659592270851135,0.04441807046532631,0.033659592270851135,0.04441807046532631,0.033659592270851135
24,654,93.63,0.04423235356807709,0.03344758599996567,0.04423235356807709,0.03344758599996567,0.04423235356807709,0.03344758599996567
25,655,93.99000000000001,0.043178677558898926,0.03233369439840317,0.043178677558898926,0.03233369439840317,0.043178677558898926,0.03233369439840317
26,684,93.58,0.0422508604824543,0.030561184510588646,0.0422508604824543,0.030561184510588646,0.0422508604824543,0.030561184510588646
27,690,93.80666666666667,0.04126821830868721,0.030336888507008553,0.04126821830868721,0.030336888507008553,0.04126821830868721,0.030336888507008553
28,699,93.85,0.04029419273138046,0.02938312292098999,0.04029419273138046,0.02938312292098999,0.04029419273138046,0.02938312292098999
29,722,93.775,0.04423727095127106,0.033710867166519165,0.04423727095127106,0.033710867166519165,0.04423727095127106,0.033710867166519165
30,844,93.70333333333333,0.04214545339345932,0.031226452440023422,0.04214545339345932,0.031226452440023422,0.04214545339345932,0.031226452440023422
31,857,93.98666666666666,0.03895233944058418,0.028843596577644348,0.03895233944058418,0.028843596577644348,0.03895233944058418,0.028843596577644348
32,869,93.98333333333333,0.03893115371465683,0.028414025902748108,0.03893115371465683,0.028414025902748108,0.03893115371465683,0.028414025902748108
33,873,93.73666666666666,0.04539146274328232,0.03407919406890869,0.04539146274328232,0.03407919406890869,0.04539146274328232,0.03407919406890869
34,937,93.70333333333333,0.043120190501213074,0.03189223259687424,0.043120190501213074,0.03189223259687424,0.043120190501213074,0.03189223259687424
35,1000,93.55,0.04066222906112671,0.02944672852754593,0.04066222906112671,0.02944672852754593,0.04066222906112671,0.02944672852754593
36,1027,93.50333333333333,0.04655717685818672,0.035258930176496506,0.04655717685818672,0.035258930176496506,0.04655717685818672,0.035258930176496506
37,1062,93.64,0.04249877110123634,0.030247189104557037,0.04249877110123634,0.030247189104557037,0.04249877110123634,0.030247189104557037
38,1114,93.71,0.04278889298439026,0.03157659247517586,0.04278889298439026,0.03157659247517586,0.04278889298439026,0.03157659247517586
39,1177,93.61333333333333,0.04246290400624275,0.03045910969376564,0.04246290400624275,0.03045910969376564,0.04246290400624275,0.03045910969376564
40,1317,94.08999999999999,0.04196377471089363,0.03171970695257187,0.04196377471089363,0.03171970695257187,0.04196377471089363,0.03171970695257187
41,1414,93.55,0.04571814090013504,0.034665822982788086,0.04571814090013504,0.034665822982788086,0.04571814090013504,0.034665822982788086
42,1425,93.93333333333334,0.03786521404981613,0.02703680843114853,0.03786521404981613,0.02703680843114853,0.03786521404981613,0.02703680843114853
43,1459,94.29666666666667,0.04131513833999634,0.031217876821756363,0.04131513833999634,0.031217876821756363,0.04131513833999634,0.031217876821756363
44,1462,93.76,0.044776059687137604,0.03264252841472626,0.044776059687137604,0.03264252841472626,0.044776059687137604,0.03264252841472626
45,1556,93.74666666666667,0.04021858423948288,0.028950002044439316,0.04021858423948288,0.028950002044439316,0.04021858423948288,0.028950002044439316
46,1583,93.67333333333333,0.042443204671144485,0.0316707119345665,0.042443204671144485,0.0316707119345665,0.042443204671144485,0.0316707119345665
47,1617,93.57,0.043289393186569214,0.03161633759737015,0.043289393186569214,0.03161633759737015,0.043289393186569214,0.03161633759737015
48,1654,93.65666666666668,0.04189112409949303,0.030043143779039383,0.04189112409949303,0.030043143779039383,0.04189112409949303,0.030043143779039383
49,1656,93.68666666666667,0.04161418601870537,0.03055824711918831,0.04161418601870537,0.03055824711918831,0.04161418601870537,0.03055824711918831
50,1669,93.88333333333333,0.03873318433761597,0.027515489608049393,0.03873318433761597,0.027515489608049393,0.03873318433761597,0.027515489608049393
51,1716,93.65000000000002,0.04212565720081329,0.031148761510849,0.04212565720081329,0.031148761510849,0.04212565720081329,0.031148761510849
52,1842,93.63333333333333,0.04240639507770538,0.031127573922276497,0.04240639507770538,0.031127573922276497,0.04240639507770538,0.031127573922276497
53,1856,93.66666666666667,0.042926155030727386,0.031427159905433655,0.042926155030727386,0.031427159905433655,0.042926155030727386,0.031427159905433655
54,1906,93.71999999999998,0.0383743979036808,0.027125921100378036,0.0383743979036808,0.027125921100378036,0.0383743979036808,0.027125921100378036
55,1941,93.53333333333335,0.0447486937046051,0.03396376967430115,0.0447486937046051,0.03396376967430115,0.0447486937046051,0.03396376967430115
56,1963,93.63999999999999,0.043383508920669556,0.03240058571100235,0.043383508920669556,0.03240058571100235,0.043383508920669556,0.03240058571100235
